amt,gender,city_pop,is_fraud,age,trans_month,trans_year,latitudinal_distance,longitudinal_distance,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
9.24,1,348,0,2355004800000000000,12,2019,0.494,0.324,False,False,False,False,False,False,False,False,False,False,False,False,True
47.14,0,84106,0,1527033600000000000,7,2019,0.928,0.208,False,False,False,False,True,False,False,False,False,False,False,False,False
133.19,1,471,0,1651104000000000000,11,2019,0.919,0.828,False,False,False,True,False,False,False,False,False,False,False,False,False
562.68,1,3684,0,1379030400000000000,9,2019,0.466,0.059,False,False,False,False,False,False,False,False,True,False,False,False,False
109.58,1,601723,0,1545696000000000000,7,2019,0.758,0.824,False,False,False,True,False,False,False,False,False,False,False,False,False
88.37,0,1631,0,2102025600000000000,8,2019,0.171,0.807,False,False,False,False,False,False,False,False,False,False,True,False,False
91.38,1,4367,0,1804550400000000000,6,2019,0.487,0.766,False,False,False,False,False,False,True,False,False,False,False,False,False
64.49,0,123373,0,846806400000000000,9,2019,0.473,0.223,False,False,False,False,False,False,True,False,False,False,False,False,False
53.96,0,606,0,682560000000000000,5,2019,0.895,0.11,False,False,False,False,False,False,False,False,False,False,True,False,False
51.55,1,1302,0,1355270400000000000,9,2019,0.039,0.125,False,False,False,False,False,False,True,False,False,False,False,False,False
78.43,1,595,0,1271116800000000000,12,2019,0.925,0.27,False,False,False,False,False,False,False,False,False,True,False,False,False
4.87,0,540,0,1127088000000000000,6,2019,0.901,0.297,False,False,False,False,False,False,False,False,False,False,True,False,False
4.98,1,7268,0,993686400000000000,1,2020,0.094,0.318,False,False,False,False,False,False,False,False,False,False,False,True,False
5.76,0,1810,0,1398384000000000000,4,2019,0.677,0.88,False,False,False,False,False,True,False,False,False,False,False,False,False
5.15,0,1923,0,1894579200000000000,1,2020,0.26,0.851,False,False,False,False,False,False,True,False,False,False,False,False,False
42.78,1,32891,0,1010620800000000000,2,2019,0.283,0.674,False,False,False,False,False,False,True,False,False,False,False,False,False
53.81,1,2054,0,1345248000000000000,5,2019,0.842,0.875,False,False,True,False,False,False,False,False,False,False,False,False,False
68.16,0,5778,0,2115244800000000000,12,2019,0.283,0.426,False,True,False,False,False,False,False,False,False,False,False,False,False
39.5,0,489,0,1992384000000000000,11,2019,0.469,0.611,False,False,False,False,False,True,False,False,False,False,False,False,False
39.71,0,1423,0,651024000000000000,5,2019,0.416,0.536,False,False,False,False,False,False,True,False,False,False,False,False,False
5.88,0,1201,0,1266710400000000000,2,2020,0.128,0.173,False,False,False,False,False,False,False,False,False,False,False,False,True
6.49,0,479994,0,1549238400000000000,12,2019,0.4,0.715,False,False,False,False,True,False,False,False,False,False,False,False,False
86.21,0,241,0,1423699200000000000,12,2019,0.463,0.927,False,False,False,False,False,False,False,False,False,False,False,False,False
82.05,1,295,0,1222300800000000000,10,2019,0.353,0.888,False,False,False,False,False,False,False,False,False,False,True,False,False
5.43,0,215,0,1592697600000000000,5,2019,0.692,0.287,False,False,False,False,False,False,False,False,False,False,False,False,True
2.52,1,776,0,2202422400000000000,9,2019,0.76,0.944,True,False,False,False,False,False,False,False,False,False,False,False,False
13.68,0,50835,0,1039219200000000000,1,2019,0.047,0.916,False,False,False,False,False,False,False,False,False,False,True,False,False
93.19,0,299480,0,1109894400000000000,3,2020,0.437,0.796,True,False,False,False,False,False,False,False,False,False,False,False,False
138.47,0,346,0,1350691200000000000,10,2019,0.242,0.546,False,False,False,False,False,False,True,False,False,False,False,False,False
53.54,0,2376,0,1459728000000000000,7,2019,0.453,0.452,False,False,False,False,False,True,False,False,False,False,False,False,False
2.73,0,922,0,1478995200000000000,8,2019,0.697,0.086,False,False,False,False,False,False,False,False,True,False,False,False,False
21.56,0,6120,0,1335657600000000000,2,2019,0.259,0.462,False,False,False,False,False,False,False,False,True,False,False,False,False
24.08,1,1383,0,1689120000000000000,2,2020,0.507,0.945,False,False,False,False,False,True,False,False,False,False,False,False,False
134.33,1,168,0,1285977600000000000,7,2019,0.335,0.886,False,False,False,False,False,False,False,False,False,False,False,True,False
55.6,1,5196,0,1322352000000000000,12,2019,0.058,0.846,False,False,False,False,False,False,False,True,False,False,False,False,False
3.6,0,1139,0,2173564800000000000,12,2019,0.577,0.827,False,False,False,False,False,False,False,False,False,True,False,False,False
93.05,1,143,0,1199577600000000000,2,2020,0.739,0.4,False,False,False,False,False,True,False,False,False,False,False,False,False
9.02,1,3223,0,2056233600000000000,8,2019,0.364,0.21,False,False,False,False,False,False,False,False,False,False,False,True,False
6.53,1,3996,0,1339977600000000000,11,2019,0.656,0.821,False,False,False,False,False,False,False,False,False,False,False,True,False
1.16,0,520,0,878601600000000000,8,2019,0.607,0.428,False,False,False,False,False,False,False,False,False,False,True,False,False
67.98,1,6284,0,2611872000000000000,1,2019,0.352,0.013,False,False,False,True,False,False,False,False,False,False,False,False,False
134.11,0,178,0,1148601600000000000,11,2019,0.564,0.241,False,False,False,True,False,False,False,False,False,False,False,False,False
55.99,1,1645,0,1383350400000000000,12,2019,0.95,0.508,True,False,False,False,False,False,False,False,False,False,False,False,False
48.52,1,1666,0,1608595200000000000,6,2019,0.263,0.387,False,False,False,False,False,True,False,False,False,False,False,False,False
180.21,1,370,0,1807920000000000000,5,2019,0.651,0.064,False,False,False,True,False,False,False,False,False,False,False,False,False
95.23,1,190178,0,1885680000000000000,3,2019,0.085,0.85,False,False,False,False,False,True,False,False,False,False,False,False,False
4.94,0,647,0,1002931200000000000,7,2019,0.517,0.536,False,False,False,False,False,False,False,False,False,False,False,True,False
52.7,0,92043,0,1837209600000000000,7,2019,0.815,0.456,False,False,False,False,False,False,True,False,False,False,False,False,False
83.98,0,1617,0,910051200000000000,2,2019,0.14,0.244,False,False,False,True,False,False,False,False,False,False,False,False,False
20.15,1,1517,0,2129155200000000000,4,2019,0.966,0.094,False,False,False,False,False,False,False,False,False,True,False,False,False
41.4,1,1063,0,2875392000000000000,5,2019,0.57,0.218,False,False,False,False,False,True,False,False,False,False,False,False,False
191.91,0,105638,0,1059609600000000000,12,2019,0.535,0.038,False,False,False,True,False,False,False,False,False,False,False,False,False
35.79,1,276002,0,1289520000000000000,11,2019,0.41,0.271,False,False,False,False,True,False,False,False,False,False,False,False,False
75.03,1,710,0,1545523200000000000,9,2019,0.626,0.928,False,False,False,False,True,False,False,False,False,False,False,False,False
2.69,1,3730,0,910828800000000000,12,2019,0.046,0.542,False,False,False,False,False,False,False,False,False,True,False,False,False
127.17,1,895,0,621043200000000000,2,2019,0.46,0.965,False,False,False,False,False,False,False,False,False,False,False,False,False
89.74,1,825,0,888364800000000000,8,2019,0.33,0.895,False,False,False,True,False,False,False,False,False,False,False,False,False
99.64,1,832,0,1022803200000000000,10,2019,0.282,0.47,False,False,False,False,False,False,False,False,False,False,True,False,False
8.95,0,165556,0,699840000000000000,3,2020,0.225,0.866,False,False,False,False,False,False,False,False,False,False,True,False,False
39.66,1,5196,0,1318377600000000000,11,2019,0.059,0.601,False,False,False,True,False,False,False,False,False,False,False,False,False
11.07,0,2906700,0,1129680000000000000,6,2019,0.035,0.778,False,False,False,False,False,False,False,True,False,False,False,False,False
72.5,1,1442,0,1159488000000000000,2,2019,0.454,0.42,False,False,False,False,False,True,False,False,False,False,False,False,False
73.51,0,2328,0,2458684800000000000,12,2019,0.166,0.069,False,False,False,False,False,False,False,False,True,False,False,False,False
72.24,1,28278,0,1339545600000000000,12,2019,0.817,0.495,False,False,False,True,False,False,False,False,False,False,False,False,False
38.17,0,5895,0,1395878400000000000,10,2019,0.026,0.409,False,False,False,False,False,False,False,False,False,True,False,False,False
15.67,0,34496,0,1540684800000000000,8,2019,0.274,0.712,False,False,False,False,False,True,False,False,False,False,False,False,False
581.28,0,1679,0,1036800000000000000,3,2019,0.271,0.383,False,False,False,False,False,False,False,False,False,False,False,False,True
66.76,1,4081,0,2568326400000000000,8,2019,0.913,0.718,True,False,False,False,False,False,False,False,False,False,False,False,False
1.78,1,153,0,1825200000000000000,12,2019,0.907,0.711,False,False,False,False,False,False,True,False,False,False,False,False,False
58.02,0,3684,0,1174089600000000000,2,2019,0.733,0.112,False,False,False,False,False,False,False,False,False,False,True,False,False
1.74,0,1606,0,1666396800000000000,2,2019,0.056,0.814,False,False,False,False,False,False,False,False,True,False,False,False,False
36.48,1,1312,0,2028240000000000000,5,2019,0.217,0.783,False,False,False,False,False,False,False,False,False,False,False,False,False
6.27,1,5211,0,1038268800000000000,12,2019,0.092,0.689,False,False,False,False,False,False,False,False,True,False,False,False,False
33.2,1,1022298,0,1369094400000000000,2,2020,0.218,0.015,True,False,False,False,False,False,False,False,False,False,False,False,False
5.93,0,94014,0,1081814400000000000,12,2019,0.048,0.014,False,False,False,False,False,False,False,False,False,False,False,False,True
6.3,0,5760,0,1281139200000000000,5,2019,0.143,0.635,False,False,False,False,False,False,False,False,False,False,True,False,False
57.91,1,795,0,1034294400000000000,1,2019,0.285,0.791,True,False,False,False,False,False,False,False,False,False,False,False,False
189.52,0,21902,0,1245542400000000000,3,2020,0.643,0.841,False,False,False,True,False,False,False,False,False,False,False,False,False
6.18,0,509,0,1244678400000000000,2,2020,0.489,0.858,False,False,False,False,False,False,False,False,False,False,False,True,False
6.08,0,67082,0,1561939200000000000,7,2019,0.595,0.431,False,False,False,False,False,False,False,False,False,False,True,False,False
273.35,0,606,0,674352000000000000,2,2019,0.608,0.472,False,False,False,False,False,False,False,False,True,False,False,False,False
6.42,1,2501,0,1044748800000000000,7,2019,0.336,0.942,False,False,False,False,False,False,False,False,False,False,False,True,False
2.48,1,4729,0,1168128000000000000,4,2019,0.259,0.608,False,False,False,False,False,False,False,True,False,False,False,False,False
371.24,0,606,0,708825600000000000,3,2020,0.102,0.137,False,False,False,False,False,False,False,False,False,False,True,False,False
186.45,1,1628,0,1654387200000000000,3,2020,0.14,0.673,False,False,False,False,False,True,False,False,False,False,False,False,False
66.28,0,91,0,1804723200000000000,1,2020,0.484,0.644,False,False,False,False,False,True,False,False,False,False,False,False,False
55.7,0,6469,0,1284163200000000000,12,2019,0.18,0.849,True,False,False,False,False,False,False,False,False,False,False,False,False
8.23,1,95035,0,1000771200000000000,2,2019,0.171,0.231,False,False,False,False,False,False,False,False,False,False,False,False,True
101.67,1,229,0,1154476800000000000,10,2019,0.357,0.534,False,False,False,True,False,False,False,False,False,False,False,False,False
13.09,0,1312922,0,1205452800000000000,1,2020,0.215,0.678,False,False,False,False,False,True,False,False,False,False,False,False,False
90.19,1,571,0,1630886400000000000,5,2019,0.077,0.758,True,False,False,False,False,False,False,False,False,False,False,False,False
3.63,0,8830,0,897264000000000000,9,2019,0.117,0.996,False,False,False,False,False,True,False,False,False,False,False,False,False
10.08,0,5895,0,1409097600000000000,3,2020,0.632,0.819,False,False,False,False,False,False,False,False,False,True,False,False,False
126.94,0,1241364,0,1863648000000000000,3,2019,0.988,0.775,False,False,False,False,False,False,True,False,False,False,False,False,False
10.16,0,18459,0,2857420800000000000,10,2019,0.11,0.442,False,False,False,False,False,False,False,False,False,True,False,False,False
6.8,0,1725,0,1428105600000000000,3,2020,0.424,0.013,False,False,False,False,False,True,False,False,False,False,False,False,False
1.17,0,836,0,1197072000000000000,8,2019,0.285,0.552,False,False,False,False,False,False,False,False,False,False,True,False,False
115.56,0,4913,0,1676851200000000000,12,2019,0.624,0.578,False,False,False,True,False,False,False,False,False,False,False,False,False
70.0,1,123,0,1451779200000000000,2,2019,0.705,0.487,False,False,False,False,False,True,False,False,False,False,False,False,False
16.82,0,2786,0,1710201600000000000,12,2019,0.687,0.907,False,False,False,False,True,False,False,False,False,False,False,False,False
15.18,0,1523,0,1101340800000000000,4,2019,0.687,0.969,False,False,False,False,False,True,False,False,False,False,False,False,False
14.06,0,973849,0,721612800000000000,12,2019,0.477,0.723,True,False,False,False,False,False,False,False,False,False,False,False,False
38.72,1,68211,0,2464819200000000000,6,2019,0.491,0.803,False,False,False,False,False,False,False,False,False,False,False,False,False
2.05,0,2435,0,1639699200000000000,3,2019,0.203,0.408,False,False,False,False,False,False,False,False,False,False,True,False,False
